id,mode,is_add_back,n,ranking,gate,f1_yes,spec,by_bucket,confidence_score,delta_confidence_score,variable_weight_score,delta_variable_weight_score,important_decisive_factor_score,delta_important_decisive_factor_score,tool_score,delta_tool_score,section_grounding_score,delta_section_grounding_score
A0,honest,False,91,0.7607067167163322,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""A0"", ""library"": true, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.7624007936507936, ""section_grounding_score"": 0.8363095238095238, ""tool_score"": 0.90625, ""variable_weight_score"": 0.8333333333333334}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.819648368606702}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7429563492063492, ""section_grounding_score"": 0.8333333333333334, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.8305555555555556}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9203559027777778}, ""Positive"": {""components"": {""confidence_score"": 0.7205882352941176, ""important_decisive_factor_score"": 0.78584846526023, ""section_grounding_score"": 0.8473389355742297, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.848474945533769}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.62959903852761}}",0.7905405405405406,0.0,0.8393893893893893,0.0,0.7668677418677419,0.0,0.865990990990991,0.0,0.8404118404118404,0.0
FORM-model+mode-agreement-default-lib0,honest,False,91,0.7607067167163322,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""FORM-model+mode-agreement-default-lib0"", ""library"": false, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.7624007936507936, ""section_grounding_score"": 0.8363095238095238, ""tool_score"": 0.90625, ""variable_weight_score"": 0.8333333333333334}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.819648368606702}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7429563492063492, ""section_grounding_score"": 0.8333333333333334, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.8305555555555556}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9203559027777778}, ""Positive"": {""components"": {""confidence_score"": 0.7205882352941176, ""important_decisive_factor_score"": 0.78584846526023, ""section_grounding_score"": 0.8473389355742297, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.848474945533769}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.62959903852761}}",0.7905405405405406,0.0,0.8393893893893893,0.0,0.7668677418677419,0.0,0.865990990990991,0.0,0.8404118404118404,0.0
FORM-model+mode-agreement-off-lib1,honest,False,91,0.7523811071407225,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""off"", ""id"": ""FORM-model+mode-agreement-off-lib1"", ""library"": true, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.7832837301587302, ""section_grounding_score"": 0.640625, ""tool_score"": 0.90625, ""variable_weight_score"": 0.875}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.8111452821869489}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7346891534391534, ""section_grounding_score"": 0.625, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.875}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9075144675925926}, ""Positive"": {""components"": {""confidence_score"": 0.7205882352941176, ""important_decisive_factor_score"": 0.7859057609057609, ""section_grounding_score"": 0.6985294117647058, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.8797385620915033}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.6235504574790289}}",0.7905405405405406,0.0,0.8771771771771771,-0.0377877877877878,0.7687280437280437,-0.0018603018603018384,0.865990990990991,0.0,0.6621621621621622,0.1782496782496782
FORM-model+mode-agreement-off-lib0,honest,False,91,0.7523811071407225,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""off"", ""id"": ""FORM-model+mode-agreement-off-lib0"", ""library"": false, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.7832837301587302, ""section_grounding_score"": 0.640625, ""tool_score"": 0.90625, ""variable_weight_score"": 0.875}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.8111452821869489}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7346891534391534, ""section_grounding_score"": 0.625, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.875}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9075144675925926}, ""Positive"": {""components"": {""confidence_score"": 0.7205882352941176, ""important_decisive_factor_score"": 0.7859057609057609, ""section_grounding_score"": 0.6985294117647058, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.8797385620915033}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.6235504574790289}}",0.7905405405405406,0.0,0.8771771771771771,-0.0377877877877878,0.7687280437280437,-0.0018603018603018384,0.865990990990991,0.0,0.6621621621621622,0.1782496782496782
FORM-model+mode-trace-default-lib1,honest,False,91,0.7613248485844639,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""trace"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""FORM-model+mode-trace-default-lib1"", ""library"": true, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.7624007936507936, ""section_grounding_score"": 0.8363095238095238, ""tool_score"": 0.90625, ""variable_weight_score"": 0.8333333333333334}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.819648368606702}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7429563492063492, ""section_grounding_score"": 0.8333333333333334, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.8305555555555556}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9203559027777778}, ""Positive"": {""components"": {""confidence_score"": 0.7352941176470589, ""important_decisive_factor_score"": 0.78584846526023, ""section_grounding_score"": 0.8473389355742297, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.848474945533769}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.6307469977112834}}",0.7972972972972973,-0.006756756756756688,0.8393893893893893,0.0,0.7668677418677419,0.0,0.865990990990991,0.0,0.8404118404118404,0.0
FORM-model+mode-trace-default-lib0,honest,False,91,0.7613248485844639,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""trace"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""FORM-model+mode-trace-default-lib0"", ""library"": false, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.7624007936507936, ""section_grounding_score"": 0.8363095238095238, ""tool_score"": 0.90625, ""variable_weight_score"": 0.8333333333333334}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.819648368606702}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7429563492063492, ""section_grounding_score"": 0.8333333333333334, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.8305555555555556}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9203559027777778}, ""Positive"": {""components"": {""confidence_score"": 0.7352941176470589, ""important_decisive_factor_score"": 0.78584846526023, ""section_grounding_score"": 0.8473389355742297, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.848474945533769}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.6307469977112834}}",0.7972972972972973,-0.006756756756756688,0.8393893893893893,0.0,0.7668677418677419,0.0,0.865990990990991,0.0,0.8404118404118404,0.0
FORM-model+mode-trace-off-lib1,honest,False,91,0.7529992390088545,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""trace"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""off"", ""id"": ""FORM-model+mode-trace-off-lib1"", ""library"": true, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.7832837301587302, ""section_grounding_score"": 0.640625, ""tool_score"": 0.90625, ""variable_weight_score"": 0.875}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.8111452821869489}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7346891534391534, ""section_grounding_score"": 0.625, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.875}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9075144675925926}, ""Positive"": {""components"": {""confidence_score"": 0.7352941176470589, ""important_decisive_factor_score"": 0.7859057609057609, ""section_grounding_score"": 0.6985294117647058, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.8797385620915033}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.6246984166627023}}",0.7972972972972973,-0.006756756756756688,0.8771771771771771,-0.0377877877877878,0.7687280437280437,-0.0018603018603018384,0.865990990990991,0.0,0.6621621621621622,0.1782496782496782
FORM-model+mode-trace-off-lib0,honest,False,91,0.7529992390088545,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""trace"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""off"", ""id"": ""FORM-model+mode-trace-off-lib0"", ""library"": false, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""model+mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.7832837301587302, ""section_grounding_score"": 0.640625, ""tool_score"": 0.90625, ""variable_weight_score"": 0.875}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.8111452821869489}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7346891534391534, ""section_grounding_score"": 0.625, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.875}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9075144675925926}, ""Positive"": {""components"": {""confidence_score"": 0.7352941176470589, ""important_decisive_factor_score"": 0.7859057609057609, ""section_grounding_score"": 0.6985294117647058, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.8797385620915033}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.6246984166627023}}",0.7972972972972973,-0.006756756756756688,0.8771771771771771,-0.0377877877877878,0.7687280437280437,-0.0018603018603018384,0.865990990990991,0.0,0.6621621621621622,0.1782496782496782
FORM-mode-agreement-default-lib1,honest,False,91,0.7574231092981093,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""FORM-mode-agreement-default-lib1"", ""library"": true, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.6665945165945165, ""section_grounding_score"": 0.8363095238095238, ""tool_score"": 0.90625, ""variable_weight_score"": 0.7875000000000001}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.8065949174282507}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7450396825396824, ""section_grounding_score"": 0.8333333333333334, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.8347222222222223}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9211111111111111}, ""Positive"": {""components"": {""confidence_score"": 0.7205882352941176, ""important_decisive_factor_score"": 0.7690794499618029, ""section_grounding_score"": 0.8473389355742297, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.8416122004357299}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.6279261578368721}}",0.7905405405405406,0.0,0.8276776776776776,0.011711711711711703,0.7391238641238641,0.027743877743877765,0.865990990990991,0.0,0.8404118404118404,0.0
FORM-mode-agreement-default-lib0,honest,False,91,0.7607067167163322,0.8131868131868132,0.8547008547008547,"{""closed_documents"": [], ""cohort_negative"": true, ""cohort_none"": true, ""cohort_positive_age"": true, ""cohort_positive_pirads"": true, ""cohort_positive_psa"": true, ""confidence_policy"": ""agreement"", ""form_weights"": ""trace"", ""fusion"": true, ""fusion_mult"": 1.5, ""grade_ge2"": true, ""grade_gg1"": true, ""grounding"": ""default"", ""id"": ""FORM-mode-agreement-default-lib0"", ""library"": false, ""library_weight"": 0.0, ""plan"": ""trace"", ""psa"": true, ""structured"": true, ""threshold"": 0.45, ""tiers"": [[""firm"", 3.0], [""supports"", 2.0], [""discuss"", 1.0]], ""weights_policy"": ""mode""}","{""Negative"": {""components"": {""confidence_score"": 0.6875, ""important_decisive_factor_score"": 0.7624007936507936, ""section_grounding_score"": 0.8363095238095238, ""tool_score"": 0.90625, ""variable_weight_score"": 0.8333333333333334}, ""f1_yes"": 0.9285714285714286, ""gate"": 0.8888888888888888, ""n"": 18, ""ranking"": 0.819648368606702}, ""None"": {""components"": {""confidence_score"": 0.9583333333333334, ""important_decisive_factor_score"": 0.7429563492063492, ""section_grounding_score"": 0.8333333333333334, ""tool_score"": 0.8055555555555555, ""variable_weight_score"": 0.8305555555555556}, ""f1_yes"": 1.0, ""gate"": 1.0, ""n"": 24, ""ranking"": 0.9203559027777778}, ""Positive"": {""components"": {""confidence_score"": 0.7205882352941176, ""important_decisive_factor_score"": 0.78584846526023, ""section_grounding_score"": 0.8473389355742297, ""tool_score"": 0.8897058823529411, ""variable_weight_score"": 0.848474945533769}, ""f1_yes"": 0.6938775510204082, ""gate"": 0.6938775510204082, ""n"": 49, ""ranking"": 0.62959903852761}}",0.7905405405405406,0.0,0.8393893893893893,0.0,0.7668677418677419,0.0,0.865990990990991,0.0,0.8404118404118404,0.0
